1.65888	0.93606	-0.412649	0.320758	0.321405	-0.0218267	1.34363	-0.826795	-1.28631	0.666736	
0.0912012	-0.032488	-1.34828	-6.47932	0.0987321	0.556581	1.34363	1.07843	-1.28631	0.666736	
1.13632	-0.57057	-0.178741	-0.245915	0.432741	1.13499	-1.69963	-0.826795	-0.708559	-0.357525	
0.35248	1.25891	-0.880466	-0.0570237	0.210068	0.556581	0.734975	0.443354	1.02469	0.666736	
-0.692636	-1.53912	-1.34828	0.415204	0.210068	1.13499	0.126324	-1.46187	-1.28631	-2.40605	
0.875038	0.397978	0.289075	-1.28482	0.210068	-0.600235	0.734975	1.07843	-0.130811	-0.357525	
-1.47647	-0.462954	0.289075	-0.812588	0.210068	-0.600235	0.126324	-1.46187	1.60243	1.691	
1.3976	0.290361	1.22471	-0.623697	0.210068	0.556581	0.126324	-0.191721	-0.708559	0.666736	
-0.692636	-0.032488	-0.178741	1.54855	-0.0126041	0.556581	-0.482328	1.07843	-0.130811	-0.357525	
-0.431357	0.182745	1.45862	-1.00148	-0.12394	-0.0218267	1.34363	-0.826795	0.446937	-0.357525	
0.875038	0.397978	1.45862	0.792986	-0.0126041	1.13499	0.126324	1.07843	-0.708559	-0.357525	
0.613759	1.04368	0.289075	-1.28482	-0.0126041	-0.600235	-0.482328	-1.46187	0.446937	1.691	
0.0912012	0.0751285	-0.646558	0.226313	0.210068	-1.17864	0.126324	-2.09694	-0.130811	1.691	
0.35248	-1.64673	-0.646558	-0.151469	0.321405	0.556581	-0.482328	0.443354	0.446937	0.666736	
1.3976	-0.678187	1.22471	0.415204	0.210068	-0.0218267	-0.482328	-0.191721	1.60243	-2.40605	
0.875038	-0.355337	0.522983	1.07632	-0.457949	-0.0218267	-1.09098	-0.826795	-1.86406	0.666736	
-0.692636	-0.355337	0.9908	-0.529251	0.0987321	1.13499	-1.09098	-1.46187	-0.708559	1.691	
0.35248	-0.140104	0.055167	0.981877	0.210068	1.13499	-1.09098	1.07843	0.446937	-0.357525	
0.0912012	1.58176	-0.646558	-0.529251	0.0987321	-1.17864	-1.09098	1.07843	-0.130811	-1.38179	
1.13632	-0.355337	-0.412649	-0.245915	0.0987321	1.13499	-0.482328	1.07843	-0.708559	0.666736	
-0.431357	0.720827	0.756892	-0.34036	0.432741	-1.75705	1.34363	-0.191721	-0.708559	-0.357525	
0.35248	1.47414	-0.412649	0.0374218	-0.12394	0.556581	0.126324	-1.46187	0.446937	0.666736	
0.0912012	-0.032488	0.756892	-0.812588	-0.235277	-1.17864	0.126324	-0.191721	-0.130811	-0.357525	
0.35248	-1.21627	-0.178741	-0.812588	-0.235277	-1.75705	-1.09098	0.443354	-1.86406	-2.40605	
0.0912012	-0.678187	0.9908	0.69854	0.210068	-1.17864	1.34363	0.443354	-0.708559	-2.40605	
1.13632	-0.032488	0.9908	-1.19037	0.0987321	-0.0218267	1.34363	0.443354	1.02469	-0.357525	
-0.953915	0.290361	-1.58219	0.604095	0.210068	1.13499	-1.09098	1.07843	0.446937	0.666736	
0.0912012	-0.57057	0.289075	0.509649	-0.0126041	-0.0218267	0.126324	1.07843	0.446937	1.691	
-0.953915	0.0751285	-0.178741	-0.245915	-0.235277	-0.600235	0.734975	0.443354	1.60243	0.666736	
-0.692636	0.720827	0.756892	0.887431	-0.235277	0.556581	-1.09098	0.443354	1.02469	-0.357525	
0.35248	0.505594	0.289075	0.131867	0.0987321	-1.17864	-0.482328	1.07843	0.446937	-0.357525	
0.0912012	0.505594	0.522983	0.131867	0.321405	1.13499	1.34363	-1.46187	-0.708559	-2.40605	
0.875038	0.828444	0.289075	0.792986	0.544077	0.556581	-1.09098	1.07843	-0.130811	0.666736	
0.35248	-1.00104	0.756892	0.226313	-0.0126041	-0.600235	0.734975	1.07843	0.446937	1.691	
0.0912012	0.720827	-0.880466	-0.151469	-0.12394	1.13499	-1.09098	-0.826795	-1.28631	-1.38179	
1.65888	-0.032488	-0.412649	0.792986	0.0987321	-1.17864	-1.09098	1.07843	-0.708559	0.666736	
1.3976	0.0751285	-2.75173	0.0374218	-0.0126041	1.13499	-1.69963	1.07843	-0.130811	0.666736	
-1.99903	1.36653	-0.178741	-0.245915	0.321405	0.556581	-0.482328	1.07843	-0.708559	-0.357525	
-1.47647	1.25891	-1.11437	0.887431	-0.457949	0.556581	-0.482328	0.443354	1.60243	-0.357525	
-0.431357	0.613211	1.45862	-0.0570237	-0.235277	0.556581	-1.09098	-0.191721	1.02469	-0.357525	
-0.692636	1.04368	-0.646558	-0.34036	0.321405	1.13499	0.126324	-0.826795	1.02469	-0.357525	
0.875038	-0.89342	-1.11437	-0.245915	-0.235277	1.13499	1.34363	-1.46187	-0.708559	0.666736	
-1.21519	-0.140104	-0.880466	0.0374218	0.321405	0.556581	-1.69963	1.07843	-1.28631	0.666736	
1.13632	-1.32389	-0.646558	0.509649	0.321405	0.556581	-0.482328	-2.09694	-0.130811	-0.357525	
-0.170078	0.505594	0.289075	0.320758	0.432741	1.13499	0.126324	0.443354	0.446937	0.666736	
-0.692636	0.828444	0.055167	0.131867	0.210068	-1.75705	1.34363	0.443354	1.02469	-0.357525	
-0.170078	-1.21627	-0.646558	1.35966	0.321405	1.13499	-1.09098	-1.46187	1.60243	0.666736	
0.35248	0.93606	-2.05001	1.83189	0.321405	0.556581	0.734975	0.443354	1.02469	-0.357525	
0.0912012	0.828444	-0.178741	0.509649	-0.12394	-1.17864	0.126324	0.443354	0.446937	0.666736	
-0.953915	1.68938	-0.178741	-0.34036	0.432741	1.13499	-1.09098	-1.46187	-0.708559	0.666736	
-2.26031	0.613211	-0.646558	-0.718142	-9.92153	-0.0218267	1.34363	-1.46187	-0.130811	-0.357525	
-0.170078	-1.10865	0.522983	-2.41816	-0.0126041	-0.600235	-0.482328	0.443354	1.60243	-0.357525	
0.0912012	-0.57057	0.289075	1.4541	-0.0126041	-1.17864	0.734975	0.443354	-1.28631	-0.357525	
-0.953915	-1.75435	-0.412649	-1.19037	-0.0126041	-1.17864	1.34363	-0.191721	-1.28631	-0.357525	
0.613759	1.15129	0.756892	0.415204	-0.235277	-0.0218267	0.734975	1.07843	-1.28631	0.666736	
0.875038	0.505594	-0.880466	-0.34036	-0.12394	-1.75705	1.34363	1.07843	1.60243	-1.38179	
-2.26031	-0.678187	0.289075	0.415204	-0.12394	1.13499	1.34363	-0.191721	-0.130811	0.666736	
0.613759	1.58176	-0.178741	0.887431	0.321405	-0.600235	-0.482328	1.07843	1.02469	-0.357525	
-1.47647	0.505594	-2.05001	1.4541	0.210068	1.13499	-1.09098	-0.826795	0.446937	0.666736	
1.3976	0.290361	-0.880466	0.69854	-0.12394	1.13499	1.34363	-1.46187	-0.708559	-0.357525	
-0.692636	0.828444	0.522983	0.320758	-0.0126041	-0.600235	1.34363	-0.826795	0.446937	-1.38179	
-0.953915	1.58176	2.62816	0.320758	0.321405	-1.17864	-1.09098	-0.191721	-1.86406	-0.357525	
0.35248	-2.50767	-0.178741	-0.718142	-0.569285	-1.17864	1.34363	1.07843	0.446937	0.666736	
-0.431357	0.505594	1.45862	0.320758	0.210068	-1.75705	1.34363	0.443354	1.60243	-1.38179	
-1.99903	-0.247721	-1.58219	0.792986	0.210068	0.556581	1.34363	1.07843	-0.708559	0.666736	
-0.953915	-0.89342	-0.412649	0.604095	0.432741	1.13499	-0.482328	1.07843	-1.86406	-1.38179	
-3.30543	-0.247721	0.522983	-0.623697	0.210068	-1.17864	1.34363	-0.191721	1.02469	1.691	
2.18143	-0.247721	-0.412649	0.604095	-0.12394	-0.600235	-1.09098	0.443354	0.446937	1.691	
-0.692636	-1.96958	-0.178741	2.11522	0.432741	-0.600235	0.734975	-1.46187	0.446937	-0.357525	
0.0912012	-0.140104	1.45862	-0.434806	-0.12394	0.556581	0.126324	-0.826795	-1.28631	1.691	
-0.953915	-0.140104	1.92643	0.887431	0.321405	1.13499	0.734975	1.07843	1.60243	0.666736	
1.3976	-0.140104	-2.05001	-0.0570237	0.210068	1.13499	-0.482328	-1.46187	1.60243	-0.357525	
0.0912012	1.90461	0.289075	-1.56815	-0.0126041	-1.17864	-1.09098	0.443354	-1.28631	0.666736	
-0.953915	-0.785803	-0.412649	-0.907033	0.321405	-0.0218267	-1.69963	-2.09694	1.02469	0.666736	
0.35248	-0.57057	-1.34828	-0.0570237	-0.235277	1.13499	-1.09098	-0.191721	0.446937	-1.38179	
0.613759	-0.032488	-0.646558	-0.34036	-0.0126041	-0.600235	0.734975	0.443354	-0.130811	-0.357525	
0.613759	-0.140104	2.86207	-0.245915	0.210068	-0.600235	1.34363	-0.191721	0.446937	-0.357525	
